386,-0.77051,-0.98229
387,-0.72897,-0.99803
388,-0.68455,-0.99803
389,-0.63742,-0.98229
390,-0.58779,-0.95106
391,-0.53583,-0.90483
392,-0.48175,-0.84433
393,-0.42578,-0.77051
394,-0.36812,-0.68455
395,-0.30902,-0.58779
396,-0.24869,-0.48175
397,-0.18738,-0.36812
398,-0.12533,-0.24869
399,-0.062791,-0.12533
400,-9.7972e-16,-1.9594e-15
401,0.062791,0.12533
402,0.12533,0.24869
403,0.18738,0.36812
404,0.24869,0.48175
405,0.30902,0.58779
406,0.36812,0.68455
407,0.42578,0.77051
408,0.48175,0.84433
409,0.53583,0.90483
410,0.58779,0.95106
411,0.63742,0.98229
412,0.68455,0.99803
413,0.72897,0.99803
414,0.77051,0.98229
415,0.80902,0.95106
416,0.84433,0.90483
417,0.87631,0.84433
418,0.90483,0.77051
419,0.92978,0.68455
420,0.95106,0.58779
421,0.96858,0.48175
422,0.98229,0.36812
423,0.99211,0.24869
424,0.99803,0.12533
425,1,5.6346e-15
426,0.99803,-0.12533
427,0.99211,-0.24869
428,0.98229,-0.36812
429,0.96858,-0.48175
430,0.95106,-0.58779
431,0.92978,-0.68455
432,0.90483,-0.77051
433,0.87631,-0.84433
434,0.84433,-0.90483
435,0.80902,-0.95106
436,0.77051,-0.98229
437,0.72897,-0.99803
438,0.68455,-0.99803
439,0.63742,-0.98229
440,0.58779,-0.95106
441,0.53583,-0.90483
442,0.48175,-0.84433
443,0.42578,-0.77051
444,0.36812,-0.68455
445,0.30902,-0.58779
446,0.24869,-0.48175
447,0.18738,-0.36812
448,0.12533,-0.24869
449,0.062791,-0.12533
450,1.1022e-15,-2.2044e-15
451,-0.062791,0.12533
452,-0.12533,0.24869
453,-0.18738,0.36812
454,-0.24869,0.48175
455,-0.30902,0.58779
456,-0.36812,0.68455
457,-0.42578,0.77051
458,-0.48175,0.84433
459,-0.53583,0.90483
460,-0.58779,0.95106
461,-0.63742,0.98229
462,-0.68455,0.99803
463,-0.72897,0.99803
464,-0.77051,0.98229
465,-0.80902,0.95106
466,-0.84433,0.90483
467,-0.87631,0.84433
468,-0.90483,0.77051
469,-0.92978,0.68455
470,-0.95106,0.58779
471,-0.96858,0.48175
472,-0.98229,0.36812
473,-0.99211,0.24869
474,-0.99803,0.12533
475,-1,-1.2259e-15
476,-0.99803,-0.12533
477,-0.99211,-0.24869
478,-0.98229,-0.36812
479,-0.96858,-0.48175
480,-0.95106,-0.58779
481,-0.92978,-0.68455
482,-0.90483,-0.77051
483,-0.87631,-0.84433
484,-0.84433,-0.90483
485,-0.80902,-0.95106
486,-0.77051,-0.98229
487,-0.72897,-0.99803
488,-0.68455,-0.99803
489,-0.63742,-0.98229
490,-0.58779,-0.95106
491,-0.53583,-0.90483
492,-0.48175,-0.84433
493,-0.42578,-0.77051
494,-0.36812,-0.68455
495,-0.30902,-0.58779
496,-0.24869,-0.48175
497,-0.18738,-0.36812
498,-0.12533,-0.24869
499,-0.062791,-0.12533
500,-4.7774e-15,-9.5547e-15
501,0.062791,0.12533
502,0.12533,0.24869
503,0.18738,0.36812
504,0.24869,0.48175
505,0.30902,0.58779
506,0.36812,0.68455
507,0.42578,0.77051
508,0.48175,0.84433
509,0.53583,0.90483
510,0.58779,0.95106
511,0.63742,0.98229
512,0.68455,0.99803
513,0.72897,0.99803
514,0.77051,0.98229
515,0.80902,0.95106
516,0.84433,0.90483
517,0.87631,0.84433
518,0.90483,0.77051
519,0.92978,0.68455
520,0.95106,0.58779
521,0.96858,0.48175
522,0.98229,0.36812
523,0.99211,0.24869
524,0.99803,0.12533
525,1,-9.8096e-16
526,0.99803,-0.12533
527,0.99211,-0.24869
528,0.98229,-0.36812
529,0.96858,-0.48175
530,0.95106,-0.58779
531,0.92978,-0.68455
532,0.90483,-0.77051
533,0.87631,-0.84433
534,0.84433,-0.90483
535,0.80902,-0.95106
536,0.77051,-0.98229
537,0.72897,-0.99803
538,0.68455,-0.99803
539,0.63742,-0.98229
540,0.58779,-0.95106
541,0.53583,-0.90483
542,0.48175,-0.84433
543,0.42578,-0.77051
544,0.36812,-0.68455
545,0.30902,-0.58779
546,0.24869,-0.48175
547,0.18738,-0.36812
548,0.12533,-0.24869
549,0.062791,-0.12533
550,-2.2056e-15,4.4112e-15
551,-0.062791,0.12533
552,-0.12533,0.24869
553,-0.18738,0.36812
554,-0.24869,0.48175
555,-0.30902,0.58779
556,-0.36812,0.68455
557,-0.42578,0.77051
558,-0.48175,0.84433
559,-0.53583,0.90483
560,-0.58779,0.95106
561,-0.63742,0.98229
562,-0.68455,0.99803
563,-0.72897,0.99803
564,-0.77051,0.98229
565,-0.80902,0.95106
566,-0.84433,0.90483
567,-0.87631,0.84433
568,-0.90483,0.77051
569,-0.92978,0.68455
570,-0.95106,0.58779
571,-0.96858,0.48175
572,-0.98229,0.36812
573,-0.99211,0.24869
574,-0.99803,0.12533
575,-1,6.3694e-15
576,-0.99803,-0.12533
577,-0.99211,-0.24869
578,-0.98229,-0.36812
579,-0.96858,-0.48175
580,-0.95106,-0.58779
581,-0.92978,-0.68455
582,-0.90483,-0.77051
583,-0.87631,-0.84433
584,-0.84433,-0.90483
585,-0.80902,-0.95106
586,-0.77051,-0.98229
587,-0.72897,-0.99803
588,-0.68455,-0.99803
589,-0.63742,-0.98229
590,-0.58779,-0.95106
591,-0.53583,-0.90483
592,-0.48175,-0.84433
593,-0.42578,-0.77051
594,-0.36812,-0.68455
595,-0.30902,-0.58779
596,-0.24869,-0.48175
597,-0.18738,-0.36812
598,-0.12533,-0.24869
599,-0.062791,-0.12533
600,-1.4696e-15,-2.9392e-15
601,0.062791,0.12533
602,0.12533,0.24869
603,0.18738,0.36812
604,0.24869,0.48175
605,0.30902,0.58779
606,0.36812,0.68455
607,0.42578,0.77051
608,0.48175,0.84433
609,0.53583,0.90483
610,0.58779,0.95106
611,0.63742,0.98229
612,0.68455,0.99803
613,0.72897,0.99803
614,0.77051,0.98229
615,0.80902,0.95106
616,0.84433,0.90483
617,0.87631,0.84433
618,0.90483,0.77051
619,0.92978,0.68455
620,0.95106,0.58779
621,0.96858,0.48175
622,0.98229,0.36812
623,0.99211,0.24869
624,0.99803,0.12533
625,1,-4.911e-16
626,0.99803,-0.12533
627,0.99211,-0.24869
628,0.98229,-0.36812
629,0.96858,-0.48175
630,0.95106,-0.58779
631,0.92978,-0.68455
632,0.90483,-0.77051
633,0.87631,-0.84433
634,0.84433,-0.90483
635,0.80902,-0.95106
636,0.77051,-0.98229
637,0.72897,-0.99803
638,0.68455,-0.99803
639,0.63742,-0.98229
640,0.58779,-0.95106
641,0.53583,-0.90483
642,0.48175,-0.84433
643,0.42578,-0.77051
644,0.36812,-0.68455
645,0.30902,-0.58779
646,0.24869,-0.48175
647,0.18738,-0.36812
648,0.12533,-0.24869
649,0.062791,-0.12533
650,5.1448e-15,-1.029e-14
651,-0.062791,0.12533
652,-0.12533,0.24869
653,-0.18738,0.36812
654,-0.24869,0.48175
655,-0.30902,0.58779
656,-0.36812,0.68455
657,-0.42578,0.77051
658,-0.48175,0.84433
659,-0.53583,0.90483
660,-0.58779,0.95106
661,-0.63742,0.98229
662,-0.68455,0.99803
663,-0.72897,0.99803
664,-0.77051,0.98229
665,-0.80902,0.95106
666,-0.84433,0.90483
667,-0.87631,0.84433
668,-0.90483,0.77051
669,-0.92978,0.68455
670,-0.95106,0.58779
671,-0.96858,0.48175
672,-0.98229,0.36812
673,-0.99211,0.24869
674,-0.99803,0.12533
675,-1,-7.3516e-15
676,-0.99803,-0.12533
677,-0.99211,-0.24869
678,-0.98229,-0.36812
679,-0.96858,-0.48175
680,-0.95106,-0.58779
681,-0.92978,-0.68455
682,-0.90483,-0.77051
683,-0.87631,-0.84433
684,-0.84433,-0.90483
685,-0.80902,-0.95106
686,-0.77051,-0.98229
687,-0.72897,-0.99803
688,-0.68455,-0.99803
689,-0.63742,-0.98229
690,-0.58779,-0.95106
691,-0.53583,-0.90483
692,-0.48175,-0.84433
693,-0.42578,-0.77051
694,-0.36812,-0.68455
695,-0.30902,-0.58779
696,-0.24869,-0.48175
697,-0.18738,-0.36812
698,-0.12533,-0.24869
699,-0.062791,-0.12533
700,-8.8199e-15,-1.764e-14
701,0.062791,0.12533
702,0.12533,0.24869
703,0.18738,0.36812
704,0.24869,0.48175
705,0.30902,0.58779
706,0.36812,0.68455
707,0.42578,0.77051
708,0.48175,0.84433
709,0.53583,0.90483
710,0.58779,0.95106
711,0.63742,0.98229
712,0.68455,0.99803
713,0.72897,0.99803
714,0.77051,0.98229
715,0.80902,0.95106
716,0.84433,0.90483
717,0.87631,0.84433
718,0.90483,0.77051
719,0.92978,0.68455
720,0.95106,0.58779
721,0.96858,0.48175
722,0.98229,0.36812
723,0.99211,0.24869
724,0.99803,0.12533
725,1,1.421e-14
726,0.99803,-0.12533
727,0.99211,-0.24869
728,0.98229,-0.36812
729,0.96858,-0.48175
730,0.95106,-0.58779
731,0.92978,-0.68455
732,0.90483,-0.77051
733,0.87631,-0.84433
734,0.84433,-0.90483
735,0.80902,-0.95106
736,0.77051,-0.98229
737,0.72897,-0.99803
738,0.68455,-0.99803
739,0.63742,-0.98229
740,0.58779,-0.95106
741,0.53583,-0.90483
742,0.48175,-0.84433
743,0.42578,-0.77051
744,0.36812,-0.68455
745,0.30902,-0.58779
746,0.24869,-0.48175
747,0.18738,-0.36812
748,0.12533,-0.24869
749,0.062791,-0.12533
750,5.3897e-15,-1.0779e-14
751,-0.062791,0.12533
752,-0.12533,0.24869
753,-0.18738,0.36812
754,-0.24869,0.48175
755,-0.30902,0.58779
756,-0.36812,0.68455
757,-0.42578,0.77051
758,-0.48175,0.84433
759,-0.53583,0.90483
760,-0.58779,0.95106
761,-0.63742,0.98229
762,-0.68455,0.99803
763,-0.72897,0.99803
764,-0.77051,0.98229
765,-0.80902,0.95106
766,-0.84433,0.90483
767,-0.87631,0.84433
768,-0.90483,0.77051
769,-0.92978,0.68455
770,-0.95106,0.58779
771,-0.96858,0.48175
772,-0.98229,0.36812
773,-0.99211,0.24869
774,-0.99803,0.12533
775,-1,7.3491e-15
776,-0.99803,-0.12533
777,-0.99211,-0.24869
778,-0.98229,-0.36812
779,-0.96858,-0.48175
780,-0.95106,-0.58779
781,-0.92978,-0.68455
782,-0.90483,-0.77051
783,-0.87631,-0.84433
784,-0.84433,-0.90483
785,-0.80902,-0.95106
786,-0.77051,-0.98229
787,-0.72897,-0.99803
788,-0.68455,-0.99803
789,-0.63742,-0.98229
790,-0.58779,-0.95106
791,-0.53583,-0.90483
792,-0.48175,-0.84433
793,-0.42578,-0.77051
794,-0.36812,-0.68455
795,-0.30902,-0.58779
796,-0.24869,-0.48175
797,-0.18738,-0.36812
798,-0.12533,-0.24869
799,-0.062791,-0.12533
800,-1.9594e-15,-3.9189e-15
801,0.062791,0.12533
802,0.12533,0.24869
803,0.18738,0.36812
804,0.24869,0.48175
805,0.30902,0.58779
806,0.36812,0.68455
807,0.42578,0.77051
808,0.48175,0.84433
809,0.53583,0.90483
810,0.58779,0.95106
811,0.63742,0.98229
812,0.68455,0.99803
813,0.72897,0.99803
814,0.77051,0.98229
815,0.80902,0.95106
816,0.84433,0.90483
817,0.87631,0.84433
818,0.90483,0.77051
819,0.92978,0.68455
820,0.95106,0.58779
821,0.96858,0.48175
822,0.98229,0.36812
823,0.99211,0.24869
824,0.99803,0.12533
825,1,4.8862e-16
826,0.99803,-0.12533
827,0.99211,-0.24869
828,0.98229,-0.36812
829,0.96858,-0.48175
830,0.95106,-0.58779
831,0.92978,-0.68455
832,0.90483,-0.77051
833,0.87631,-0.84433
834,0.84433,-0.90483
835,0.80902,-0.95106
836,0.77051,-0.98229
837,0.72897,-0.99803
838,0.68455,-0.99803
839,0.63742,-0.98229
840,0.58779,-0.95106
841,0.53583,-0.90483
842,0.48175,-0.84433
843,0.42578,-0.77051
844,0.36812,-0.68455
845,0.30902,-0.58779
846,0.24869,-0.48175
847,0.18738,-0.36812
848,0.12533,-0.24869
849,0.062791,-0.12533
850,5.6346e-15,-1.1269e-14
851,-0.062791,0.12533
852,-0.12533,0.24869
853,-0.18738,0.36812
854,-0.24869,0.48175
855,-0.30902,0.58779
856,-0.36812,0.68455
857,-0.42578,0.77051
858,-0.48175,0.84433
859,-0.53583,0.90483
860,-0.58779,0.95106
861,-0.63742,0.98229
862,-0.68455,0.99803
863,-0.72897,0.99803
864,-0.77051,0.98229
865,-0.80902,0.95106
866,-0.84433,0.90483
867,-0.87631,0.84433
868,-0.90483,0.77051
869,-0.92978,0.68455
870,-0.95106,0.58779
871,-0.96858,0.48175
872,-0.98229,0.36812
873,-0.99211,0.24869
874,-0.99803,0.12533
875,-1,7.839e-15
876,-0.99803,-0.12533
877,-0.99211,-0.24869
878,-0.98229,-0.36812
879,-0.96858,-0.48175
880,-0.95106,-0.58779
881,-0.92978,-0.68455
882,-0.90483,-0.77051
883,-0.87631,-0.84433
884,-0.84433,-0.90483
885,-0.80902,-0.95106
886,-0.77051,-0.98229
887,-0.72897,-0.99803
888,-0.68455,-0.99803
889,-0.63742,-0.98229
890,-0.58779,-0.95106
891,-0.53583,-0.90483
892,-0.48175,-0.84433
893,-0.42578,-0.77051
894,-0.36812,-0.68455
895,-0.30902,-0.58779
896,-0.24869,-0.48175
897,-0.18738,-0.36812
898,-0.12533,-0.24869
899,-0.062791,-0.12533
900,-2.2044e-15,-4.4087e-15
901,0.062791,0.12533
902,0.12533,0.24869
903,0.18738,0.36812
904,0.24869,0.48175
905,0.30902,0.58779
906,0.36812,0.68455
907,0.42578,0.77051
908,0.48175,0.84433
909,0.53583,0.90483
910,0.58779,0.95106
911,0.63742,0.98229
912,0.68455,0.99803
913,0.72897,0.99803
914,0.77051,0.98229
915,0.80902,0.95106
916,0.84433,0.90483
917,0.87631,0.84433
918,0.90483,0.77051
919,0.92978,0.68455
920,0.95106,0.58779
921,0.96858,0.48175
922,0.98229,0.36812
923,0.99211,0.24869
924,0.99803,0.12533
925,1,9.7848e-16
926,0.99803,-0.12533
927,0.99211,-0.24869
928,0.98229,-0.36812
929,0.96858,-0.48175
930,0.95106,-0.58779
931,0.92978,-0.68455
932,0.90483,-0.77051
933,0.87631,-0.84433
934,0.84433,-0.90483
935,0.80902,-0.95106
936,0.77051,-0.98229
937,0.72897,-0.99803
938,0.68455,-0.99803
939,0.63742,-0.98229
940,0.58779,-0.95106
941,0.53583,-0.90483
942,0.48175,-0.84433
943,0.42578,-0.77051
944,0.36812,-0.68455
945,0.30902,-0.58779
946,0.24869,-0.48175
947,0.18738,-0.36812
948,0.12533,-0.24869
949,0.062791,-0.12533
950,-1.2259e-15,2.4518e-15
951,-0.062791,0.12533
952,-0.12533,0.24869
953,-0.18738,0.36812
954,-0.24869,0.48175
955,-0.30902,0.58779
956,-0.36812,0.68455
957,-0.42578,0.77051
958,-0.48175,0.84433
959,-0.53583,0.90483
960,-0.58779,0.95106
961,-0.63742,0.98229
962,-0.68455,0.99803
963,-0.72897,0.99803
964,-0.77051,0.98229
965,-0.80902,0.95106
966,-0.84433,0.90483
967,-0.87631,0.84433
968,-0.90483,0.77051
969,-0.92978,0.68455
970,-0.95106,0.58779
971,-0.96858,0.48175
972,-0.98229,0.36812
973,-0.99211,0.24869
974,-0.99803,0.12533
975,-1,-5.882e-15
976,-0.99803,-0.12533
977,-0.99211,-0.24869
978,-0.98229,-0.36812
979,-0.96858,-0.48175
980,-0.95106,-0.58779
981,-0.92978,-0.68455
982,-0.90483,-0.77051
983,-0.87631,-0.84433
984,-0.84433,-0.90483
985,-0.80902,-0.95106
986,-0.77051,-0.98229
987,-0.72897,-0.99803
988,-0.68455,-0.99803
989,-0.63742,-0.98229
990,-0.58779,-0.95106
991,-0.53583,-0.90483
992,-0.48175,-0.84433
993,-0.42578,-0.77051
994,-0.36812,-0.68455
995,-0.30902,-0.58779
996,-0.24869,-0.48175
997,-0.18738,-0.36812
998,-0.12533,-0.24869
999,-0.062791,-0.12533
,-9.5547e-15,-1.9109e-14
,0.062791,0.12533
,0.12533,0.24869
,0.18738,0.36812
,0.24869,0.48175
,0.30902,0.58779
,0.36812,0.68455
,0.42578,0.77051
,0.48175,0.84433
,0.53583,0.90483
,0.58779,0.95106
,0.63742,0.98229
,0.68455,0.99803
,0.72897,0.99803
,0.77051,0.98229
,0.80902,0.95106
,0.84433,0.90483
,0.87631,0.84433
,0.90483,0.77051
,0.92978,0.68455
,0.95106,0.58779
,0.96858,0.48175
,0.98229,0.36812
,0.99211,0.24869
,0.99803,0.12533
,1,1.5679e-14
,0.99803,-0.12533
,0.99211,-0.24869
,0.98229,-0.36812
,0.96858,-0.48175
,0.95106,-0.58779
,0.92978,-0.68455
,0.90483,-0.77051
,0.87631,-0.84433
,0.84433,-0.90483
,0.80902,-0.95106
,0.77051,-0.98229
,0.72897,-0.99803
,0.68455,-0.99803
,0.63742,-0.98229
,0.58779,-0.95106
,0.53583,-0.90483
,0.48175,-0.84433
,0.42578,-0.77051
,0.36812,-0.68455
,0.30902,-0.58779
,0.24869,-0.48175
,0.18738,-0.36812
,0.12533,-0.24869
,0.062791,-0.12533
,-9.8096e-16,1.9619e-15
,-0.062791,0.12533
,-0.12533,0.24869
,-0.18738,0.36812
,-0.24869,0.48175
,-0.30902,0.58779
,-0.36812,0.68455
,-0.42578,0.77051
,-0.48175,0.84433
,-0.53583,0.90483
,-0.58779,0.95106
,-0.63742,0.98229
,-0.68455,0.99803
,-0.72897,0.99803
,-0.77051,0.98229
,-0.80902,0.95106
,-0.84433,0.90483
,-0.87631,0.84433
,-0.90483,0.77051
,-0.92978,0.68455
,-0.95106,0.58779
,-0.96858,0.48175
,-0.98229,0.36812
,-0.99211,0.24869
,-0.99803,0.12533
