Time (ms),x1,x2
41200,1.9055,-1.2724
41400,1.7363,1.6737
41600,-0.30049,-0.79764
41800,-0.58293,-0.53065
42000,1.3478,-0.4459
42200,0.52887,-0.007064
42400,0.50433,-1.3887
42600,1.415,0.36265
42800,-0.25102,0.20448
43000,-0.25378,-0.20389
43200,-0.98399,1.3401
43400,-1.062,1.0971
43600,-1.0159,1.9139
43800,-0.78834,1.7789
44000,-0.45437,-0.20487
44200,-0.83963,-0.49521
44400,-1.0343,1.1191
44600,0.11273,-0.031875
44800,2.1629,-0.19665
45000,-0.072799,-0.50478
45200,-1.1881,0.28557
45400,-0.46092,1.2114
45600,0.63697,-0.27406
45800,1.5829,-0.70522
46000,0.98461,0.76957
46200,-1.6859,2.0116
46400,-0.90618,1.4789
46600,0.93817,-1.1303
46800,0.46988,-0.5554
47000,-0.36385,0.26093
47200,-1.0253,0.20665
47400,-0.73641,-0.49304
47600,-1.0405,-1.9244
47800,0.75433,0.67893
48000,-0.26856,1.4577
48200,-0.87091,1.0927
48400,0.82044,-0.19575
48600,1.308,-1.4825
48800,0.22561,0.15836
49000,-0.79165,-0.66551
49200,-0.25727,-0.45523
49400,1.0394,1.1797
49600,1.5482,1.361
49800,2.4041,-0.038795
50000,0.054745,0.2185
50200,-1.1034,-0.59338
50400,-2.8208,-0.98407
50600,-1.1243,-0.43398
50800,1.0757,-1.3187
51000,1.2846,1.5361
51200,-1.2175,1.0966
51400,-3.4278,-0.587
51600,-0.091536,-0.29275
51800,0.057929,0.93135
52000,1.0135,0.13491
52200,0.51471,-0.28252
52400,-0.12347,0.67955
52600,-0.90268,1.7086
52800,-0.013613,1.3134
53000,0.19435,0.35895
53200,-0.92702,0.50687
53400,-1.0392,0.13939
53600,-0.37374,-0.45715
53800,0.021721,-0.80955
54000,0.60939,-0.98233
54200,0.81962,-1.0608
54400,-2.1842,-0.20912
54600,-2.6453,-1.5451
54800,-1.092,-0.57064
55000,0.76783,-1.5299
55200,1.6592,-0.6703
55400,1.3941,-0.96836
55600,-0.068273,-0.077651
55800,0.83763,1.0467
56000,-0.19565,-1.3582
56200,-1.9432,-1.2608
56400,-0.85658,-0.99142
56600,1.1419,-0.63205
56800,2.1124,-0.2843
57000,1.5442,-0.95112
57200,1.1108,-0.51318
57400,0.31793,0.93442
57600,1.3439,0.47568
57800,2.1663,-0.4498
58000,1.0714,0.12292
58200,0.66596,0.62576
58400,1.1476,-1.6012
58600,2.0369,-0.71778
58800,0.8344,1.9315
59000,1.0271,0.70858
59200,1.4785,0.19421
59400,1.5993,1.5637
59600,1.7284,-0.75524
59800,0.46287,0.47012
60000,0.25214,-0.090759
60200,1.0823,0.17377
60400,0.21473,0.66387
60600,-1.5634,-0.025932
60800,-0.5215,-0.71017
61000,0.46135,0.43156
61200,0.98156,0.077424
61400,0.48948,0.088766
61600,-0.89647,0.61535
61800,-0.3406,1.077
62000,1.0533,0.013346
62200,1.1652,-1.077
62400,0.18096,0.10171
62600,-0.38013,1.4488
62800,-0.5665,-0.19552
63000,-1.6256,0.2959
63200,-0.64626,1.5226
63400,1.2599,0.35438
63600,1.199,0.28462
63800,-0.22927,-0.060335
64000,0.022559,-0.97131
64200,1.3166,-1.0862
64400,1.3674,-1.4595
64600,0.92412,-0.49734
64800,0.32155,1.7996
65000,-0.71921,0.82333
65200,-0.4998,1.6951
65400,1.0665,-0.47181
65600,0.89044,-0.81054
65800,0.90299,1.5383
66000,0.21536,-0.81641
66200,0.37981,-1.7025
66400,-0.43989,1.5675
66600,-1.6501,1.6251
66800,-3.4145,0.56598
67000,-0.99809,0.070945
67200,1.0139,1.0803
67400,1.8371,0.96705
67600,1.4515,0.93415
67800,-1.4963,1.6197
68000,-1.5247,1.6784
68200,1.4661,0.58114
68400,2.5668,-1.3428
68600,1.0595,0.90935
68800,-0.75328,-0.59444
69000,-1.3164,-2.7625
69200,-0.36202,-0.38909
69400,0.4585,0.30851
69600,-0.42881,-0.45698
69800,-0.93799,-0.018771
70000,-0.76809,1.4253
70200,0.93404,0.77435
70400,1.9789,-0.19774
70600,1.3141,-0.032061
70800,-1.1326,-1.6488
71000,-1.0783,-1.9804
71200,0.48165,-1.4984
71400,0.57546,-1.3958
71600,-1.0968,1.9386
71800,-1.7636,1.2921
72000,-0.013211,1.182
72200,0.62752,-0.063912
72400,0.82777,-0.86921
72600,0.63986,0.54269
72800,0.86885,0.65917
73000,1.3094,-0.28069
73200,1.0106,-1.9429
73400,0.73677,1.5336
73600,0.4787,2.6748
73800,-1.1043,-0.42129
74000,-0.037017,0.85398
74200,1.4635,0.0035939
74400,1.3684,-0.70367
74600,0.13278,-1.2498
74800,-1.0222,-0.76196
75000,-2.3333,0.062697
75200,-1.1947,-1.3398
75400,0.70421,-0.29348
75600,1.9311,-1.4904
75800,0.94456,-0.58938
76000,-0.59382,-0.98492
76200,0.92691,1.0186
76400,2.598,-0.29848
76600,3.8398,-0.41669
76800,0.71141,0.33234
77000,-2.3218,-0.066313
77200,-1.7472,-0.63043
77400,0.094694,-1.9484
77600,1.4502,-0.91555
77800,0.48542,1.0612
78000,-0.43908,0.82873
78200,-0.80982,-1.0169
78400,-2.3622,0.56778
78600,-2.1518,0.13377
78800,-0.49402,0.72316
79000,0.099268,0.35532
79200,1.1089,-2.2857
79400,1.33,-1.7876
79600,0.78647,1.2892
79800,0.63884,0.37539
80000,2.1874,-0.62807
80200,1.0238,0.046513
80400,2.5053,0.6511
80600,3.202,-0.5363
80800,2.504,0.079988
81000,-1.4968,-1.1898
81200,-2.6143,-1.0483
81400,-2.5485,-0.82109
81600,-0.53611,0.047079
81800,-0.41428,2.0128
82000,-0.51552,1.1956
82200,1.2827,-0.75397
82400,-0.12414,-2.0242
82600,-2.4467,-1.3156
82800,-2.4106,1.3017
83000,-0.96507,1.0436
83200,0.97262,-0.90448
83400,1.1851,0.95701
83600,0.08816,-0.46813
83800,-0.17771,-0.27271
84000,-1.2979,-0.73678
84200,-0.5364,-0.20668
84400,1.1804,-0.67387
84600,1.0206,-0.92384
84800,1.4279,-0.95233
85000,0.25867,1.841
85200,0.62981,-1.3584
85400,-1.0086,0.4315
85600,-0.91269,-0.19798
85800,0.33434,0.44861
86000,-0.44893,1.1888
86200,-1.9245,-1.155
86400,-1.7588,0.27518
86600,-0.72034,-0.056668
86800,1.5561,-1.0751
87000,0.37176,-0.34877
87200,0.68201,-0.089176
87400,0.069382,0.3161
87600,-0.84344,0.50739
87800,-0.96917,-0.18481
88000,1.7952,0.6422
88200,1.0283,0.51892
88400,1.5157,1.3656
88600,0.73521,1.7816
88800,-0.59422,-0.092636
89000,-0.0042134,-0.48255
89200,0.35443,0.93462
89400,0.16409,2.3559
89600,0.45514,1.9107
89800,-0.22301,0.3367
90000,1.7789,0.1216
90200,1.4334,1.6123
90400,1.0985,-0.65105
90600,1.2125,-0.60248
90800,-0.52405,-0.90749
91000,0.62066,1.1851
91200,1.629,-0.80416
91400,0.14538,-0.88096
91600,-0.23444,-0.12342
91800,-1.1366,0.38126
92000,0.52853,-0.27026
92200,0.79802,-1.1355
92400,1.2569,-0.64482
92600,0.61989,-0.40567
92800,0.19919,-1.2424
93000,-0.60274,-1.6704
93200,-0.96073,-0.17296
93400,-0.61943,0.80972
93600,2.3763,0.79395
93800,2.7818,0.15708
94000,1.5585,-0.65873
94200,0.52793,-1.8721
94400,2.1445,-1.505
94600,1.7473,-0.88553
94800,1.0204,-0.41269
95000,-0.59813,0.20786
95200,-0.84554,0.32436
95400,-1.3907,0.895
95600,-0.089391,0.57652
95800,-0.1757,-1.3176
96000,1.2776,0.32388
96200,1.9434,-0.85503
96400,0.7831,-0.77166
96600,-0.58707,-0.8953
96800,-2.0986,0.42666
97000,-0.38354,-1.5614
97200,1.4291,0.064096
97400,1.0543,-0.58937
97600,2.2704,-1.0727
97800,1.7617,-1.6304
98000,0.92706,-1.2515
98200,-0.032633,-1.4847
98400,0.37498,-1.269
98600,-0.46728,0.89945
98800,-0.57339,0.16121
99000,-1.2097,-1.149
99200,-1.8487,0.77455
99400,-2.6479,0.90811
99600,0.47573,0.53032
99800,-0.6397,-0.5236
1e+05,1.7172,0.41634
1.002e+05,2.2219,-0.51568
1.004e+05,-1.2462,-1.0282
1.006e+05,-1.8514,-0.90898
1.008e+05,0.087277,-0.66997
1.01e+05,0.11329,0.37245
1.012e+05,0.84011,1.039
1.014e+05,-0.49498,-1.7672
1.016e+05,-0.58434,-1.1374
1.018e+05,1.3127,-1.6505
1.02e+05,1.5268,0.78251
1.022e+05,1.7827,1.9665
1.024e+05,0.7027,-0.17753
1.026e+05,-0.90151,0.58144
1.028e+05,-0.39858,0.7094
1.03e+05,0.13529,0.50949
1.032e+05,2.3843,0.97096
1.034e+05,0.79526,0.96058
1.036e+05,-0.29803,0.39709
1.038e+05,-1.9885,-0.73705
1.04e+05,0.35429,1.2276
1.042e+05,1.7038,-0.58316
1.044e+05,2.4681,-0.40388
1.046e+05,0.79289,-0.42614
1.048e+05,0.018217,0.90267
1.05e+05,0.99696,1.4916
1.052e+05,0.39727,1.6449
1.054e+05,0.44852,1.7469
1.056e+05,-1.2506,-1.0632
1.058e+05,-1.348,-0.13312
1.06e+05,-0.56288,0.075173
1.062e+05,-0.55485,-0.59543
1.064e+05,-1.7403,-0.0042096
1.066e+05,-0.70866,-0.25738
1.068e+05,0.44025,-1.3166
1.07e+05,1.2141,-1.1757
1.072e+05,1.6423,-1.1876
1.074e+05,-0.21057,-1.1393
1.076e+05,-0.54202,-0.35731
1.078e+05,-0.15017,0.20361
1.08e+05,1.3092,-0.88736
1.082e+05,1.9013,-1.8405
1.084e+05,0.023351,-1.5203
1.086e+05,-2.5592,0.33329
1.088e+05,-2.6127,1.1135
1.09e+05,0.18377,-1.1248
1.092e+05,1.1663,-0.10089
1.094e+05,0.53919,-0.37395
1.096e+05,-0.78583,-1.038
1.098e+05,-1.3908,0.0055645
1.1e+05,-0.19601,-1.2886
1.102e+05,1.1772,-1.769
1.104e+05,1.4089,-0.78873
1.106e+05,0.69533,-2.3846
1.108e+05,1.0922,-1.4534
1.11e+05,0.30601,-1.5445
1.112e+05,-0.23896,-2.1079
1.114e+05,-1.2692,-1.3711
1.116e+05,-0.59225,-0.16674
1.118e+05,-0.054369,-0.23559
1.12e+05,-0.82104,2.1365
1.122e+05,0.0022703,0.48475
1.124e+05,0.6,-0.96528
1.126e+05,2.4806,0.36236
1.128e+05,2.0131,0.81606
1.13e+05,0.93478,-0.74362
1.132e+05,-0.32731,-0.43032
1.134e+05,-1.6954,-1.2386
1.136e+05,-2.2422,-0.70943
1.138e+05,-0.553,-0.41912
1.14e+05,2.0435,2.0413
1.142e+05,2.0295,1.3248
1.144e+05,1.5564,-0.99672
1.146e+05,-0.21242,-1.8849
1.148e+05,-0.45771,-1.1887
1.15e+05,-0.49923,0.16792
1.152e+05,-0.95856,2.0351
1.154e+05,0.2728,-0.028277
1.156e+05,0.29383,-0.39236
1.158e+05,-3.1204,-1.7096
1.16e+05,-0.36703,0.7273
1.162e+05,0.69248,0.97455
1.164e+05,1.0145,1.0947
1.166e+05,-0.021211,0.95989
1.168e+05,-0.2642,-1.9125
1.17e+05,-0.43772,0.44876
1.172e+05,-0.26217,0.2561
1.174e+05,-0.44333,-0.58694
1.176e+05,-1.3091,-0.66555
1.178e+05,-1.1978,0.94387
1.18e+05,-0.020664,2.2502
1.182e+05,0.26989,1.5942
1.184e+05,1.7949,2.0623
1.186e+05,4.2439,-0.086488
1.188e+05,1.497,-1.7615
1.19e+05,-1.522,-0.91478
1.192e+05,-2.7172,-1.1818
1.194e+05,-2.2688,-1.3749
1.196e+05,-0.61341,-0.67421
1.198e+05,0.82357,-1.5673
1.2e+05,0.97674,-1.312
1.202e+05,-0.95255,-0.35074
1.204e+05,0.46823,0.13505
1.206e+05,1.6674,-0.71959
1.208e+05,-0.006274,-0.49825
1.21e+05,-0.90855,-0.11032
1.212e+05,-1.1193,-0.34502
1.214e+05,-0.48123,0.6067
1.216e+05,-0.52907,-0.69276
1.218e+05,-0.89318,0.18446
1.22e+05,-0.23218,1.626
1.222e+05,-0.10785,2.1384
1.224e+05,0.015204,-0.045994
1.226e+05,-0.29774,0.27252
1.228e+05,-0.35937,-0.89365
1.23e+05,0.081609,0.17309
1.232e+05,-0.45327,-1.5308
1.234e+05,1.0356,-2.2018
1.236e+05,1.5114,-1.4282
1.238e+05,-2.1117,-2.0433
1.24e+05,-2.7454,0.03005
1.242e+05,-0.43321,0.284
1.244e+05,1.7307,1.0703
1.246e+05,-0.041726,0.59985
1.248e+05,1.0449,0.7232
1.25e+05,0.70836,-0.82998
1.252e+05,-1.4247,0.54608
1.254e+05,-1.7056,0.21915
1.256e+05,-1.2733,-0.64687
1.258e+05,1.3614,0.92224
1.26e+05,-0.72876,1.0872
1.262e+05,-1.8618,0.046354
1.264e+05,-0.62489,0.18179
1.266e+05,1.0502,-0.32618
1.268e+05,-0.63971,-0.96296
1.27e+05,0.50014,-0.046833
1.272e+05,-0.80286,-0.18914
1.274e+05,-1.6442,-0.44199
1.276e+05,-1.1764,0.24849
1.278e+05,0.67707,-0.35827
1.28e+05,1.4952,-0.45932
1.282e+05,0.78092,1.5647
1.284e+05,0.82587,-1.7566
1.286e+05,-0.2778,-1.4495
1.288e+05,1.0474,-1.5292
1.29e+05,0.93625,1.7231
1.292e+05,-1.6051,0.41325
1.294e+05,-2.4022,1.5893
1.296e+05,-2.0251,0.614
1.298e+05,-1.5865,0.086994
1.3e+05,0.36025,-1.2128
1.302e+05,-0.32102,-1.4459
1.304e+05,-0.36902,-0.38334
1.306e+05,-0.25144,-0.59365
1.308e+05,-0.80202,1.9277
1.31e+05,-0.35205,-0.5049
1.312e+05,-0.62829,1.0471
1.314e+05,1.549,0.78946
1.316e+05,-0.17442,-0.20865
1.318e+05,-0.47659,-1.1759
1.32e+05,-0.76355,-1.0798
1.322e+05,-0.55336,-0.88478
1.324e+05,-1.8123,-1.5075
1.326e+05,-0.20563,1.1609
1.328e+05,0.79707,-0.31546
1.33e+05,1.7358,-1.428
1.332e+05,1.5173,-0.37991
1.334e+05,-0.42768,0.048894
1.336e+05,-2.1281,-1.3307
1.338e+05,-1.8295,-0.87861
1.34e+05,0.090169,0.11277
1.342e+05,-0.31003,1.4084
1.344e+05,-0.49798,0.060186
1.346e+05,-2.4103,0.79918
1.348e+05,-2.4724,-1.3851
1.35e+05,-0.29313,-0.90169
1.352e+05,1.6002,0.039992
1.354e+05,2.6283,-2.3162
1.356e+05,1.6196,-0.47428
1.358e+05,0.44366,-0.53429
1.36e+05,-1.3156,-1.2245
1.362e+05,-3.0772,0.86135
1.364e+05,-0.63329,0.67524
1.366e+05,1.3256,-0.63683
1.368e+05,1.6268,-0.62681
1.37e+05,1.2627,-1.5657
1.372e+05,-0.20479,-1.46
1.374e+05,0.47421,1.0842
1.376e+05,1.3737,2.4771
1.378e+05,0.48333,1.3938
1.38e+05,-0.8271,-0.56658
1.382e+05,-0.82292,0.034082
1.384e+05,0.42398,-0.47573
1.386e+05,1.7758,-0.85101
1.388e+05,2.0629,0.78058
1.39e+05,-1.1592,2.3127
1.392e+05,-1.342,0.89137
1.394e+05,-3.5446,1.0189
1.396e+05,-3.5432,-0.47964
1.398e+05,-1.9087,-0.51376
1.4e+05,0.12538,-0.44497
1.402e+05,0.79357,1.2442
1.404e+05,0.38273,-0.029797
1.406e+05,0.98763,-0.10989
1.408e+05,0.65549,0.57442
1.41e+05,0.94546,-0.24667
1.412e+05,0.32349,-1.0595
1.414e+05,-1.0662,-0.51382
1.416e+05,-2.062,-0.76565
1.418e+05,0.1828,-0.72193
1.42e+05,0.53681,0.73435
1.422e+05,0.78659,0.18102
1.424e+05,0.32938,0.80211
1.426e+05,-0.60784,-1.1396
1.428e+05,-0.09672,-0.51952
1.43e+05,-0.66698,-1.2851
1.432e+05,0.4921,-0.34679
1.434e+05,1.8897,-1.1496
1.436e+05,2.9463,0.011469
1.438e+05,1.9824,0.94866
1.44e+05,1.1447,-0.14376
1.442e+05,0.79656,0.02685
1.444e+05,-0.90848,0.87991
1.446e+05,-1.0699,0.91637
1.448e+05,0.033614,0.23341
1.45e+05,-0.69149,-1.6774
1.452e+05,-0.72096,-0.97525
1.454e+05,-1.6445,-2.1159
1.456e+05,-1.1251,-0.91233
1.458e+05,0.098285,0.81959
1.46e+05,0.85494,0.81081
1.462e+05,1.2426,2.5879
1.464e+05,1.5086,0.50239
1.466e+05,0.34343,0.5994
1.468e+05,0.59819,0.2383
1.47e+05,1.3163,-0.9259
1.472e+05,0.52524,-0.27035
1.474e+05,-0.048087,-0.55864
1.476e+05,0.66567,-1.0626
1.478e+05,0.41914,-0.86578
1.48e+05,-0.69963,-0.35399
1.482e+05,-1.1658,2.6239
1.484e+05,-1.1796,0.29371
1.486e+05,-1.4435,-0.86604
1.488e+05,0.69428,-1.0129
1.49e+05,-1.0216,-0.21858
1.492e+05,-1.085,1.1834
1.494e+05,-0.22123,-0.78404
1.496e+05,0.48543,-2.8082
1.498e+05,0.21481,-0.84967
1.5e+05,-1.5708,1.0223
1.502e+05,-1.7297,-2.0228
1.504e+05,-1.6103,0.061676
1.506e+05,0.25224,1.4714
1.508e+05,0.4274,0.60951
1.51e+05,0.67394,-1.924
1.512e+05,0.23735,-0.61811
1.514e+05,-0.66248,0.57125
1.516e+05,-1.2941,1.0651
1.518e+05,-2.0275,0.97139
1.52e+05,-1.7008,0.91822
1.522e+05,-0.99077,1.3037
1.524e+05,-0.12345,-0.89908
1.526e+05,0.72415,0.63436
1.528e+05,0.78638,-1.4768
1.53e+05,1.1178,-0.45307
1.532e+05,0.51614,0.33865
1.534e+05,0.93751,1.2426
1.536e+05,0.26781,-0.63941
1.538e+05,-0.47767,-0.13417
1.54e+05,0.37371,1.3589
1.542e+05,0.775,0.81479
1.544e+05,0.53139,0.86412
1.546e+05,-0.38904,0.14601
1.548e+05,-0.63792,-0.63797
1.55e+05,-1.1699,0.80109
1.552e+05,-0.75649,0.90976
1.554e+05,0.13332,1.2812
1.556e+05,1.9908,-0.16035
1.558e+05,0.89829,-0.12151
1.56e+05,-0.58949,1.0254
1.562e+05,-0.54615,-0.74516
1.564e+05,-0.00010239,0.23998
1.566e+05,0.22808,0.62018
1.568e+05,0.26729,1.7146
1.57e+05,-1.9537,2.4205
1.572e+05,-0.16045,1.8639
1.574e+05,1.2872,-0.80832
1.576e+05,0.54595,-2.0654
1.578e+05,-0.78733,-1.8805
1.58e+05,-1.4597,0.36706
1.582e+05,-2.3861,-0.23154
1.584e+05,-1.3346,-1.1781
1.586e+05,1.2136,-0.51842
1.588e+05,-0.18023,-0.14204
1.59e+05,-2.3568,-1.3525
1.592e+05,-1.6018,-0.36658
1.594e+05,-1.5267,-1.0646
1.596e+05,-0.7152,-1.1182
1.598e+05,-0.64122,0.6739
1.6e+05,0.26895,-0.22124
1.602e+05,0.013514,-0.83231
1.604e+05,0.023735,1.2724
1.606e+05,0.43178,1.4926
1.608e+05,0.6976,0.75541
1.61e+05,0.79934,0.38923
1.612e+05,-0.012828,-0.86634
1.614e+05,-2.7982,-0.98016
1.616e+05,-1.7014,0.57787
1.618e+05,-1.0009,0.33161
1.62e+05,0.51179,-0.49943
1.622e+05,-0.56771,1.8877
1.624e+05,0.42191,0.026654
1.626e+05,-0.37884,-0.84894
1.628e+05,-1.0898,-0.75202
1.63e+05,-0.21313,-2.5268
1.632e+05,2.632,-0.15963
1.634e+05,0.98238,1.2621
1.636e+05,1.4244,0.93155
1.638e+05,1.0945,-1.0484
1.64e+05,-0.6965,-1.6519
1.642e+05,-0.16116,0.48127
1.644e+05,0.38761,-0.32898
1.646e+05,-0.13415,1.0074
1.648e+05,-0.68605,-0.79905
1.65e+05,-2.478,0.19623
1.652e+05,-1.621,-0.82471
1.654e+05,0.38727,-0.80149
1.656e+05,1.184,-0.83552
1.658e+05,0.34195,1.0818
1.66e+05,0.83084,1.2088
1.662e+05,0.048407,0.4485
1.664e+05,0.31739,1.3012
1.666e+05,-0.95495,-0.61242
1.668e+05,-0.98846,-2.0293
1.67e+05,-0.023647,-0.11141
1.672e+05,1.1001,0.23018
1.674e+05,0.81819,0.14829
1.676e+05,0.47585,-0.90414
1.678e+05,1.2619,0.42188
1.68e+05,1.9372,0.71578
1.682e+05,0.28814,-1.1498
1.684e+05,-0.33856,-0.46068
1.686e+05,1.1951,1.1856
1.688e+05,1.139,0.3092
1.69e+05,0.35074,1.9999
1.692e+05,1.2088,0.64096
1.694e+05,1.5979,-0.25417
1.696e+05,-0.022058,-1.422
1.698e+05,-0.65079,-0.38043
1.7e+05,-1.5708,0.62545
1.702e+05,-1.0879,2.1125
1.704e+05,0.76543,-0.23915
1.706e+05,-0.31711,-0.49322
1.708e+05,0.49346,-0.046565
1.71e+05,0.088018,0.37073
1.712e+05,-0.8332,0.54598
1.714e+05,-1.3529,1.6067
1.716e+05,-2.7435,1.1383
1.718e+05,-1.4735,-0.37902
1.72e+05,-1.0861,2.1757
1.722e+05,-1.85,0.1399
1.724e+05,-0.86557,0.24904
1.726e+05,-0.45338,1.553
1.728e+05,-0.3704,2.001
1.73e+05,0.046277,-0.56388
1.732e+05,0.34493,-0.54106
1.734e+05,-0.12714,-0.87992
1.736e+05,-0.51226,-0.34925
1.738e+05,-0.70555,-0.1718
1.74e+05,-0.54536,-1.2894
1.742e+05,-1.035,0.009366
1.744e+05,-1.8138,0.55195
1.746e+05,-1.981,-0.029963
1.748e+05,-0.13328,-0.51007
1.75e+05,0.70453,-0.48824
1.752e+05,1.4463,-2.312
1.754e+05,1.9106,-1.8183
1.756e+05,-0.0048116,-1.2251
1.758e+05,-1.8243,-0.034128
1.76e+05,-3.1357,0.33533
1.762e+05,-1.6764,-0.31554
1.764e+05,0.77211,0.45585
1.766e+05,2.7092,0.42065
1.768e+05,1.6637,0.93429
1.77e+05,-0.3839,0.19861
1.772e+05,-0.71391,0.060606
1.774e+05,-1.168,0.61927
1.776e+05,-0.44142,0.21036
