Time (ms),x1,x2
63400,-3.3532,-0.31953
63600,0.75538,2.2513
63800,3.5023,0.68697
64000,-0.18477,-1.8142
64200,-2.7901,-1.9736
64400,-1.5979,0.53844
64600,0.79334,0.95599
64800,1.3926,-0.50892
65000,0.059644,-0.8002
65200,-1.5412,0.34142
65400,-0.24616,0.52693
65600,-1.69,-0.26767
65800,0.12044,-0.46815
66000,-0.46355,0.53197
66200,-0.85372,1.8157
66400,0.55551,0.73924
66600,-1.2445,-1.5175
66800,-1.9877,-0.44862
67000,-0.81388,0.83388
67200,3.0129,-1.1717
67400,1.3527,-3.3658
67600,-4.4458,-1.786
67800,-1.5114,1.9197
68000,0.94469,1.3851
68200,0.62678,-1.8404
68400,-1.6162,-1.6196
68600,-0.4216,0.32749
68800,0.75861,0.76338
69000,2.3674,0.57664
69200,0.41261,0.34463
69400,0.029653,2.0787
69600,1.9113,0.6503
69800,0.46752,-1.4095
70000,-0.56108,-1.5172
70200,-0.49298,0.47723
70400,0.071832,1.3064
70600,-0.95444,-1.7456
70800,-0.28206,-1.8262
71000,-1.1065,1.5982
71200,1.5664,1.3696
71400,1.7305,-0.37343
71600,-0.31673,-0.2163
71800,-1.3796,1.311
72000,0.048024,1.3432
72200,0.58606,-2.9057
72400,-0.86747,-2.5106
72600,-1.9202,2.4728
72800,2.9253,3.145
73000,3.0752,-1.0299
73200,-1.5678,-2.3881
73400,-3.5588,1.2376
73600,0.42743,2.4355
73800,2.0059,-1.018
74000,-2.4394,-2.434
74200,-2.4813,-0.12355
74400,-0.43984,2.8069
74600,2.2403,1.3532
74800,1.1448,-1.292
75000,-2.3405,-1.3223
75200,-1.8622,0.27464
75400,0.79444,1.2014
75600,-0.41451,0.35741
75800,0.48091,-2.252
76000,0.98035,-0.78267
76200,1.6083,2.4944
76400,2.1906,1.2643
76600,0.87045,-0.043839
76800,-1.6623,-0.46408
77000,0.73152,-0.5245
77200,1.3843,0.05997
77400,1.4465,0.16239
77600,-0.48443,0.24186
77800,-0.058782,0.69733
78000,-0.093533,-0.2762
78200,-0.80936,-0.18228
78400,-0.89216,1.9216
78600,0.19728,1.6538
78800,-0.26238,-0.21585
79000,-1.1669,-2.2026
79200,-3.5686,-1.0223
79400,-0.42104,1.6979
79600,2.025,1.2266
79800,1.7728,-2.6154
80000,-1.7477,-3.2803
80200,-1.8094,2.1344
80400,0.94889,2.5064
80600,0.62191,1.1227
80800,-0.60468,-3.8903
81000,-3.4289,-1.6165
81200,0.30267,2.6279
81400,3.003,1.3254
81600,2.2788,-1.3004
81800,-0.65409,-2.2443
82000,-0.5941,1.2268
82200,1.7766,2.2303
82400,1.2431,-1.9518
82600,-3.5978,-4.7945
82800,-4.1077,-0.16079
83000,1.7003,4.9332
83200,4.7266,1.7898
83400,0.28936,-3.3554
83600,-4.2029,-1.7507
83800,-2.7189,0.7657
84000,0.49625,3.0556
84200,2.3942,-0.58973
84400,-0.73078,-2.5836
84600,-2.4076,-0.66688
84800,0.3611,2.0164
85000,2.4135,-0.80609
85200,1.3364,-0.33106
85400,0.45457,1.0914
85600,2.6154,2.6022
85800,1.6171,1.3242
86000,0.5364,-1.673
86200,-2.0699,-2.5003
86400,-1.4161,-1.1506
86600,0.63616,1.6721
86800,-0.017646,1.6413
87000,-0.98127,0.20056
87200,-2.3461,-2.2038
87400,-1.9632,-0.026796
87600,2.0169,1.8265
87800,2.1618,-0.20431
88000,0.40007,-0.7483
88200,-0.16888,0.20462
88400,-0.75665,0.42492
88600,0.34418,1.8411
88800,0.65589,0.82163
89000,1.5485,-1.3366
89200,-0.80865,-0.78084
89400,0.99091,0.92211
89600,1.0908,1.0749
89800,1.2112,0.038373
90000,-0.19959,-1.4519
90200,-3.3757,-1.2633
90400,-2.596,1.1432
90600,1.5548,3.2387
90800,2.896,-0.24977
91000,-1.7416,-3.6786
91200,-4.3773,-1.1423
91400,-0.48127,2.1162
91600,1.6282,1.2214
91800,1.731,-0.85102
92000,-1.3582,-1.3624
92200,0.30611,-0.32226
92400,-0.3664,0.54947
92600,0.50494,-0.89988
92800,-2.0955,-1.5691
93000,-2.4012,-1.1638
93200,-1.3217,0.39012
93400,1.0915,-0.03701
93600,1.4611,-1.0304
93800,-0.039816,-0.58115
94000,-0.67589,-0.5505
94200,0.40021,0.28041
94400,1.5106,0.86489
94600,1.1377,-0.92809
94800,-0.27143,0.14358
95000,0.54843,-0.80056
95200,-1.3311,-0.74683
95400,-0.085123,-1.0683
95600,-0.8741,-0.067652
95800,-0.55657,-0.48958
96000,-0.18651,-0.66759
96200,-0.54227,-0.54932
96400,-0.42891,-0.81573
96600,0.18096,-1.8701
96800,0.22221,0.6566
97000,1.0624,3.6932
97200,3.0308,2.806
97400,1.2485,-2.605
97600,-2.8231,-3.0723
97800,-2.0475,0.69653
98000,0.84521,2.7427
98200,2.6637,-0.65317
98400,-0.056759,-4.3096
98600,-3.2186,-0.80679
98800,1.6128,1.9805
99000,2.3894,-0.66284
99200,-1.3601,0.59098
99400,-2.093,0.47422
99600,0.44088,0.073367
99800,1.3237,0.8351
1e+05,0.91663,-1.4929
1.002e+05,-0.3787,-0.70281
1.004e+05,-0.045899,1.4852
1.006e+05,1.669,1.0909
1.008e+05,0.95923,-0.70313
1.01e+05,-0.43869,-1.6116
1.012e+05,-1.1125,0.80209
1.014e+05,3.6362,0.67995
1.016e+05,0.66544,-1.2341
1.018e+05,-3.4512,-0.18885
1.02e+05,-2.2928,2.6171
1.022e+05,0.58731,0.54983
1.024e+05,-0.4021,-2.4338
1.026e+05,-2.3704,-0.76194
1.028e+05,-0.64609,2.7909
1.03e+05,3.0153,2.4148
1.032e+05,2.2986,-1.2381
1.034e+05,-0.76497,-2.9377
1.036e+05,-0.54859,0.73894
1.038e+05,2.8489,2.4926
1.04e+05,1.4153,1.5336
1.042e+05,-2.2562,-2.9422
1.044e+05,-2.9566,-1.9683
1.046e+05,-2.7679,3.053
1.048e+05,2.4753,1.9956
1.05e+05,1.7549,-2.4685
1.052e+05,-0.09215,-3.2707
1.054e+05,-1.7591,0.71491
1.056e+05,0.61617,2.6305
1.058e+05,2.3895,0.35396
1.06e+05,0.27394,-2.8816
1.062e+05,-2.4569,-1.0651
1.064e+05,-1.2391,1.3818
1.066e+05,0.16648,0.8979
1.068e+05,0.70671,-1.6743
1.07e+05,-2.6246,-1.5031
1.072e+05,-2.6058,4.4584
1.074e+05,4.5359,5.9475
1.076e+05,4.2965,-0.63552
1.078e+05,-2.1528,-4.1614
1.08e+05,-3.4794,-2.0181
1.082e+05,-1.0094,2.1391
1.084e+05,3.6261,1.6368
1.086e+05,1.5974,-0.68492
1.088e+05,-0.20763,-1.032
1.09e+05,-0.2216,0.34682
1.092e+05,0.39543,0.58932
1.094e+05,-0.38941,-1.0265
1.096e+05,-2.2322,-0.77409
1.098e+05,-1.2163,1.7281
1.1e+05,1.0411,1.5651
1.102e+05,0.65533,-0.73195
1.104e+05,-0.10093,-0.81416
1.106e+05,-0.74627,0.92556
1.108e+05,1.8389,-0.68745
1.11e+05,-0.49824,-0.92791
1.112e+05,0.030934,-0.15437
1.114e+05,-0.14712,-1.338
1.116e+05,-0.76332,-1.6065
1.118e+05,0.10552,0.26859
1.12e+05,0.61149,2.1912
1.122e+05,1.2116,0.21319
1.124e+05,1.6385,-1.4267
1.126e+05,0.28008,-1.4966
1.128e+05,-1.1246,-1.4649
1.13e+05,-0.2837,0.85169
1.132e+05,0.9335,0.47623
1.134e+05,1.1287,0.63411
1.136e+05,1.934,1.5443
1.138e+05,-0.22925,-0.41568
1.14e+05,-0.35836,-0.16731
1.142e+05,1.4096,1.236
1.144e+05,1.6151,-0.9104
1.146e+05,0.9787,-1.2953
1.148e+05,-0.31869,0.60085
1.15e+05,-0.62163,1.7395
1.152e+05,-1.4011,0.71795
1.154e+05,-0.96276,-0.5018
1.156e+05,-0.029769,-0.046496
1.158e+05,0.66622,0.074908
1.16e+05,0.75709,0.43891
1.162e+05,-0.13022,-2.1812
1.164e+05,-1.7619,-2.1738
1.166e+05,-2.9666,2.2947
1.168e+05,0.8815,1.7667
1.17e+05,0.44595,-0.97821
1.172e+05,-0.86963,-0.19873
1.174e+05,-0.19903,-0.16596
1.176e+05,-1.0979,-0.85009
1.178e+05,-0.93755,-0.61498
1.18e+05,-0.9357,0.93663
1.182e+05,0.048166,0.56821
1.184e+05,1.0936,-1.5567
1.186e+05,-0.77569,-2.4945
1.188e+05,-1.2541,0.12671
1.19e+05,1.624,1.8125
1.192e+05,2.2987,-0.092837
1.194e+05,0.35557,-1.7398
1.196e+05,-0.81528,-1.5431
1.198e+05,0.38914,1.4781
1.2e+05,2.4465,-0.49671
1.202e+05,1.3741,-1.1869
1.204e+05,-0.54923,0.71032
1.206e+05,0.42962,0.3138
1.208e+05,1.9186,-0.53121
1.21e+05,-0.32558,-0.11862
1.212e+05,-0.38735,-0.22524
1.214e+05,0.71983,0.01368
1.216e+05,0.61488,0.59641
1.218e+05,1.9189,-0.76917
1.22e+05,0.90174,0.12728
1.222e+05,0.66524,1.7481
1.224e+05,0.48078,0.74377
1.226e+05,0.44738,-1.1602
1.228e+05,-2.4095,-2.1076
1.23e+05,-1.82,0.79073
1.232e+05,1.9589,0.70743
1.234e+05,1.5395,1.1704
1.236e+05,1.64,0.31166
1.238e+05,2.137,-0.57803
1.24e+05,0.92143,-0.81634
1.242e+05,-0.13213,-1.9588
1.244e+05,-0.64009,-1.1302
1.246e+05,0.18823,1.5933
1.248e+05,0.45598,3.7946
1.25e+05,1.7472,0.604
1.252e+05,0.73734,-2.5447
1.254e+05,-2.121,-1.7886
1.256e+05,-0.64758,1.6215
1.258e+05,1.0092,2.8796
1.26e+05,1.9648,-0.68729
1.262e+05,-0.44855,-0.61812
1.264e+05,-2.0917,-0.85586
1.266e+05,-0.75122,-0.1385
1.268e+05,0.1814,0.69557
1.27e+05,-0.17443,-1.6345
1.272e+05,-1.5659,-0.48137
1.274e+05,-2.171,1.241
1.276e+05,-1.622,0.83809
1.278e+05,-1.3012,0.053371
1.28e+05,-1.4845,0.38923
1.282e+05,-1.2555,0.87626
1.284e+05,-1.473,-0.51733
1.286e+05,-0.76252,-0.9028
1.288e+05,-2.0296,0.49648
1.29e+05,0.15953,-0.38562
1.292e+05,0.78828,-1.5489
1.294e+05,-0.64881,-0.58314
1.296e+05,-0.11271,1.1418
1.298e+05,0.73907,2.6
1.3e+05,0.19875,0.66378
1.302e+05,-0.68748,-2.3234
1.304e+05,-1.2458,-1.8571
1.306e+05,1.0068,2.8353
1.308e+05,2.9493,5.0698
1.31e+05,1.7658,-0.57989
1.312e+05,-2.1511,-4.7087
1.314e+05,-3.9015,-2.3614
1.316e+05,-1.1268,4.0335
1.318e+05,2.9487,3.3889
1.32e+05,4.188,-1.0448
1.322e+05,-3.361,-3.9332
1.324e+05,-5.0273,-0.10358
1.326e+05,-1.1596,2.4615
1.328e+05,1.67,2.0963
1.33e+05,1.7005,-1.8915
1.332e+05,-1.6783,-2.3319
1.334e+05,-2.5979,0.46581
1.336e+05,1.3323,2.9992
1.338e+05,3.588,0.95555
1.34e+05,1.2853,-3.1169
1.342e+05,-3.1931,-2.3322
1.344e+05,-0.87152,0.74813
1.346e+05,2.4073,2.5959
1.348e+05,5.1639,0.51222
1.35e+05,1.9677,-3.5585
1.352e+05,-1.7846,-3.3842
1.354e+05,-1.9999,1.7911
1.356e+05,0.87601,3.9419
1.358e+05,2.422,-0.081544
1.36e+05,-1.598,-4.7217
1.362e+05,-4.9602,-2.9031
1.364e+05,-1.2528,3.7735
1.366e+05,3.7369,3.3092
1.368e+05,1.6572,-2.4123
1.37e+05,-3.5061,-2.0548
1.372e+05,-2.3682,0.51695
1.374e+05,1.3471,1.9344
1.376e+05,1.2071,0.58456
1.378e+05,0.16619,-0.55226
1.38e+05,-0.71734,-1.4877
1.382e+05,0.18374,0.35282
1.384e+05,0.84584,4.0445
1.386e+05,2.8571,-0.5819
1.388e+05,-2.2228,-2.9762
1.39e+05,-4.6964,-0.6571
1.392e+05,-0.39298,1.3567
1.394e+05,1.7451,0.10071
1.396e+05,0.8082,-0.55726
1.398e+05,-1.3488,2.0679
1.4e+05,2.8778,0.27234
1.402e+05,0.90659,-1.0316
1.404e+05,0.0030224,-1.0864
1.406e+05,-0.75487,2.476
1.408e+05,1.7027,2.1566
1.41e+05,2.0413,-1.4717
1.412e+05,-0.86107,-1.5469
1.414e+05,-2.3671,0.7077
1.416e+05,-1.1932,2.557
1.418e+05,0.40513,0.015361
1.42e+05,-2.0271,-3.1624
1.422e+05,-3.0522,-0.71457
1.424e+05,-0.46191,3.8766
1.426e+05,3.0571,0.53802
1.428e+05,-1.2198,-3.1822
1.43e+05,-2.7625,-0.38026
1.432e+05,0.58507,0.51158
1.434e+05,1.2071,1.0831
1.436e+05,1.9406,0.66863
1.438e+05,-0.30438,-0.45243
1.44e+05,-0.67932,-1.4409
1.442e+05,-0.69005,-0.077454
1.444e+05,0.73123,1.2226
1.446e+05,0.58809,1.364
1.448e+05,0.88158,0.094604
1.45e+05,-0.75925,-1.4131
1.452e+05,-2.4034,1.1203
1.454e+05,-0.66338,1.4157
1.456e+05,1.796,-1.2842
1.458e+05,-1.4601,-1.9562
1.46e+05,-1.9718,1.2991
1.462e+05,-0.0135,2.1499
1.464e+05,1.0772,0.49456
1.466e+05,-3.3123,-1.5024
1.468e+05,-3.8768,1.6405
1.47e+05,-0.56542,0.028386
1.472e+05,-1.1016,-1.7198
1.474e+05,-1.756,-0.62287
1.476e+05,-0.55553,1.2782
1.478e+05,3.2173,2.3379
1.48e+05,1.9515,-0.10175
1.482e+05,-1.1193,-2.0157
1.484e+05,-3.7776,-0.45472
1.486e+05,-1.2766,2.2277
1.488e+05,0.64816,0.34264
1.49e+05,-0.10633,-1.2285
1.492e+05,-0.3161,-2.2077
1.494e+05,-0.7549,0.24171
1.496e+05,0.11292,0.89688
1.498e+05,-0.90326,-0.57717
1.5e+05,0.31335,-0.60813
1.502e+05,2.1612,-0.84578
1.504e+05,0.57352,-0.75621
1.506e+05,-1.3838,-1.0661
1.508e+05,0.085776,-1.9434
1.51e+05,-1.2155,0.11834
1.512e+05,-0.11298,2.7529
1.514e+05,2.964,0.54927
1.516e+05,-0.89371,-2.2715
1.518e+05,-4.7168,-2.1676
1.52e+05,-1.896,2.7503
1.522e+05,3.3779,2.3098
1.524e+05,2.3422,-0.21326
1.526e+05,-0.31519,-1.5498
1.528e+05,-0.51184,-0.55738
1.53e+05,1.0585,2.1548
1.532e+05,1.6885,2.0748
1.534e+05,1.8641,-1.2128
1.536e+05,-1.0977,-0.72772
1.538e+05,-1.3417,2.5332
1.54e+05,0.55391,1.2765
1.542e+05,1.0171,-1.8993
1.544e+05,-1.8977,-1.1864
1.546e+05,-0.98681,1.5153
1.548e+05,0.72712,2.2112
1.55e+05,-0.12058,-0.80447
1.552e+05,-1.4697,-1.2952
1.554e+05,-1.2107,1.3036
1.556e+05,2.4393,1.6048
1.558e+05,2.6215,-0.40816
1.56e+05,0.68641,-2.6606
1.562e+05,-2.6978,-1.6445
1.564e+05,-2.2396,0.1737
1.566e+05,-0.846,0.12339
1.568e+05,0.62439,-0.25704
1.57e+05,2.9788,-1.7907
1.572e+05,0.6435,1.9145
1.574e+05,0.94501,2.7462
1.576e+05,2.2425,-2.7754
1.578e+05,-3.4616,-4.1841
1.58e+05,-5.0763,0.85786
1.582e+05,1.6534,1.8918
1.584e+05,1.8798,-0.57865
1.586e+05,-0.42453,-0.59602
1.588e+05,0.675,0.12023
1.59e+05,1.0786,0.44565
1.592e+05,1.49,-0.96408
1.594e+05,-2.0787,-1.2014
1.596e+05,-0.92327,-0.94071
1.598e+05,2.007,1.0431
1.6e+05,2.6351,0.6133
1.602e+05,-0.87619,0.13286
1.604e+05,-1.2329,0.78646
1.606e+05,-0.32053,1.2068
1.608e+05,1.0316,-0.30195
1.61e+05,0.19468,-1.5601
1.612e+05,-0.69421,-1.4505
1.614e+05,-1.0717,0.93141
1.616e+05,0.34306,2.3993
1.618e+05,1.0689,-0.36627
1.62e+05,-0.0036109,-2.2026
1.622e+05,-3.4636,0.24853
1.624e+05,-0.53698,2.7006
1.626e+05,2.5393,-0.80557
1.628e+05,-1.1738,-2.2022
1.63e+05,-1.7194,0.17963
1.632e+05,0.48227,1.6645
1.634e+05,0.69179,1.2484
1.636e+05,0.54973,-1.3213
1.638e+05,-1.6109,-2.2213
1.64e+05,-2.1906,0.66663
1.642e+05,0.089783,2.4368
1.644e+05,1.9746,-0.019757
1.646e+05,-2.0628,-1.1593
1.648e+05,-2.422,-1.85
1.65e+05,-1.9311,-0.7025
1.652e+05,-0.95168,-1.8029
1.654e+05,-0.3228,0.54253
1.656e+05,0.42788,0.61407
1.658e+05,0.98918,-0.50293
1.66e+05,0.68826,0.36713
1.662e+05,0.37876,0.5635
1.664e+05,0.53925,-0.56509
1.666e+05,0.1585,-1.4688
1.668e+05,-0.92755,-0.22894
1.67e+05,0.56541,1.7093
1.672e+05,0.43718,-0.82032
1.674e+05,-0.085722,-1.6819
1.676e+05,-1.9605,0.93409
1.678e+05,-1.2693,0.205
1.68e+05,1.0387,-0.016406
1.682e+05,0.51314,0.51432
1.684e+05,0.81301,-0.71472
1.686e+05,-0.84671,-2.1304
1.688e+05,-2.7272,0.3658
1.69e+05,-2.8863,2.6223
1.692e+05,1.7065,1.073
1.694e+05,0.67535,-1.0131
1.696e+05,-1.4069,-2.3444
1.698e+05,-1.5281,0.69099
1.7e+05,-0.32774,1.5028
1.702e+05,0.22067,-0.6633
1.704e+05,0.23569,-2.9572
1.706e+05,-1.1567,0.7437
1.708e+05,-0.087636,2.7639
1.71e+05,-0.36973,1.2378
1.712e+05,-0.9407,-0.32877
1.714e+05,-0.8136,-2.2261
1.716e+05,-0.6217,0.23819
1.718e+05,1.0649,1.8396
1.72e+05,0.62045,1.2756
1.722e+05,0.49842,0.018692
1.724e+05,-1.5942,-0.19439
1.726e+05,-1.8419,-0.89088
1.728e+05,-1.6175,-0.23824
1.73e+05,-1.3184,0.90538
1.732e+05,0.25422,3.6207
1.734e+05,1.6378,1.5885
1.736e+05,-0.017733,-0.09939
1.738e+05,-1.5021,-0.88615
1.74e+05,-1.5876,0.025499
1.742e+05,-0.46586,1.3297
1.744e+05,2.2851,-0.14926
1.746e+05,0.98114,0.13304
1.748e+05,0.14734,0.001685
1.75e+05,-1.6563,-1.4795
1.752e+05,-3.3541,0.42563
1.754e+05,-2.0854,-0.25722
1.756e+05,2.0916,-2.2619
1.758e+05,0.74562,-0.18439
1.76e+05,0.91261,0.80331
1.762e+05,-0.12224,-0.52223
1.764e+05,-2.0647,-0.96127
1.766e+05,-0.71778,-0.3595
1.768e+05,1.8238,0.43838
1.77e+05,-0.36962,0.69118
1.772e+05,-0.65352,-1.3119
1.774e+05,-1.4666,-2.1707
1.776e+05,-3.4427,-1.7012
1.778e+05,-0.56506,0.83599
1.78e+05,1.3135,2.276
1.782e+05,3.8094,-0.68825
